school_id,school_name,street_address,city,state,zip_code,phone,county,total_students_listing,grades_listing,detail_href,source_url
061488001877,edward russell elementary,600 South Jackson St.,Santa Ana,CA,92704,(714)663-6151,Orange County,473,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=061488001877,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=061488001877
064059006704,edwin markham elementary,101 Markham Ave.,Vacaville,CA,95688,(707)453-6230,Solano County,882,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=064059006704,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=064059006704
063078004785,edwin markham middle,2800 Moulton Dr.,Placerville,CA,95667,(530)622-0403,El Dorado County,431,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=063078004785,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=063078004785
062271003168,edwin markham middle,1650 East 104th St.,Los Angeles,CA,90002,(323)568-5500,Los Angeles County,618,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=062271003168,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=062271003168
060846011309,edwin rhodes elementary,5130 Riverside Dr.,Chino,CA,91710,(909)364-0683,San Bernardino County,860,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=060846011309,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=060846011309
060164403304,eel river charter,PO Box 218,Covelo,CA,95428,(707)983-6946,Mendocino County,63,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=060164403304,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=060164403304
069100910793,eel river community,901 Myrtle Ave.,Eureka,CA,95501,(707)725-0209,Humboldt County,64,7-12,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=069100910793,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=069100910793
063237004990,eisenhower high,1321 North Lilac Ave.,Rialto,CA,92376,(909)820-7777,San Bernardino County,"2,075",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=063237004990,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=063237004990
060183011124,eje elementary academy charter,851 South Johnson Ave.,El Cajon,CA,92020,(619)401-4150,San Diego County,582,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=060183011124,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=060183011124
060185912409,eje middle academy,851 South Johnson Ave.,El Cajon,CA,92020,(619)401-4150,San Diego County,254,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=060185912409,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=060185912409
061623002018,el cajon valley high,1035 East Madison Ave.,El Cajon,CA,92021,(619)407-4711,San Diego County,"1,701",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=061623002018,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=176&ID=061623002018
061275008592,el camino creek elementary,7885 Paseo Aliso,Carlsbad,CA,92009,(760)943-2051,San Diego County,409,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=061275008592,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=061275008592
061551008345,el camino elementary,5020 San Simeon Dr.,Santa Barbara,CA,93111,(805)692-5574,Santa Barbara County,350,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=061551008345,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=061551008345
062847004396,el camino elementary,1525 West Fifth St.,Ontario,CA,91762,(909)986-6402,San Bernardino County,476,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=062847004396,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=062847004396
063462005776,el camino fundamental high,4300 El Camino Ave.,Sacramento,CA,95821,(916)971-7430,Sacramento County,"1,226",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=063462005776,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=063462005776
063753006342,el camino high,1320 Mission Rd.,South San Francisco,CA,94080,(650)877-8806,San Mateo County,"1,053",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=063753006342,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=063753006342
062825004360,el camino high,400 Rancho del Oro Dr.,Oceanside,CA,92057,(760)901-8000,San Diego County,"2,463",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=062825004360,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=062825004360
060994001076,el camino high,5450 Snyder Ln.,Rohnert Park,CA,94928,(707)792-4750,Sonoma County,48,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=060994001076,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=060994001076
064098001880,el camino high,61 Day Rd.,Ventura,CA,93023,(805)289-7955,Ventura County,221,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=064098001880,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=064098001880
062769004162,el camino high (continuation),14640 Mercado Ave.,La Mirada,CA,90638,(562)210-3595,Los Angeles County,256,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=062769004162,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=062769004162
060558009315,el camino junior high,219 West El Camino,Santa Maria,CA,93458,(805)361-7800,Santa Barbara County,830,7-8,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=060558009315,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=060558009315
060190202977,el camino real charter high,5440 Valley Cir. Blvd.,Woodland Hills,CA,91367,(818)595-7500,Los Angeles County,"3,046",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=060190202977,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=060190202977
063066004756,el camino real continuation high,1301 East Orangethorpe Ave.,Placentia,CA,92870,(714)986-7060,Orange County,142,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=063066004756,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=063066004756
060327011908,el camino real elementary,911 El Camino Real Rd.,Arvin,CA,93203,(661)854-6661,Kern County,771,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=060327011908,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=060327011908
060003901212,el capitan elementary,9716 Hinton Ave.,Delhi,CA,95315,(209)656-2010,Merced County,289,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=060003901212,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=060003901212
061623002019,el capitan high,10410 Ashwood St.,Lakeside,CA,92040,(619)938-9100,San Diego County,"1,810",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=061623002019,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=177&ID=061623002019
062466013098,el capitan high,PO Box 2247,Merced,CA,95344,(209)384-5500,Merced County,"1,793",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=062466013098,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=062466013098
060797007667,el capitan middle,4443 West Weldon Ave.,Fresno,CA,93722,(559)276-5270,Fresno County,738,7-8,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=060797007667,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=060797007667
062961004583,el carmelo elementary,3024 Bryant St.,Palo Alto,CA,94306,(650)856-0960,Santa Clara County,282,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=062961004583,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=062961004583
061203013544,el centro district wide preschool,1256 Broadway,El Centro,CA,92243,(760)352-5712,Imperial County,†,–,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=061203013544,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=061203013544
069102711055,el centro jr./sr. high,PO Box 269003,Sacramento,CA,95826,(916)228-2525,Sacramento County,76,5-12,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=069102711055,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=069102711055
062019002411,el cerrito elementary,PO Box 307,La Habra,CA,90633,(562)690-2340,Orange County,379,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=062019002411,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=062019002411
063255005022,el cerrito high,540 Ashbury Ave.,El Cerrito,CA,94530,(510)231-1437,Contra Costa County,"1,460",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=063255005022,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=063255005022
060985011247,el cerrito middle,7610 El Cerrito Rd.,Corona,CA,92881,(951)736-3216,Riverside County,"1,218",6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=060985011247,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=060985011247
064116010703,el diamante high,5100 West Whitendale Ave.,Visalia,CA,93277,(559)735-3500,Tulare County,"1,890",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=064116010703,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=064116010703
062271002978,el dorado avenue elementary,12749 El Dorado Ave.,Sylmar,CA,91342,(818)367-5816,Los Angeles County,364,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=062271002978,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=062271002978
069100609218,el dorado co office of ed special ed programs,6767 Green Valley Rd.,Placerville,CA,95667,(530)295-2275,El Dorado County,202,KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=069100609218,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=069100609218
063801006404,el dorado elementary,1540 North Lincoln St.,Stockton,CA,95204,(209)933-7175,San Joaquin County,554,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=063801006404,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=063801006404
062088002506,el dorado elementary,361 East Pondera,Lancaster,CA,93535,(661)942-8487,Los Angeles County,766,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=062088002506,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=062088002506
063441005605,el dorado elementary,70 Delta St.,San Francisco,CA,94134,(415)330-1537,San Francisco County,128,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=063441005605,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=063441005605
061207001342,el dorado high,561 Canal St.,Placerville,CA,95667,(530)622-3634,El Dorado County,"1,135",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=061207001342,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=178&ID=061207001342
063066004757,el dorado high,1301 East Orangethorpe Ave.,Placentia,CA,92870,(714)986-7580,Orange County,"1,998",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=063066004757,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=063066004757
062637003944,el dorado middle,1750 West St.,Concord,CA,94521,(925)682-5700,Contra Costa County,861,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=062637003944,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=062637003944
063393005320,el gabilan elementary,1256 Linwood Dr.,Salinas,CA,93906,(831)753-5660,Monterey County,548,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=063393005320,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=063393005320
060678000597,el granada elementary,400 Santiago St.,Half Moon Bay,CA,94019,(650)712-7150,San Mateo County,324,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=060678000597,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=060678000597
061026003192,el marino elementary,11450 Port Rd.,Culver City,CA,90230,(310)842-4241,Los Angeles County,795,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061026003192,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061026003192
060171013193,el mirage,19250 St. Anthony Ave.,Adelanto,CA,92301,(760)530-7676,San Bernardino County,128,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=060171013193,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=060171013193
062865004425,el modena high,3920 Spring St.,Orange,CA,92869,(714)997-6240,Orange County,"1,795",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=062865004425,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=062865004425
062637003945,el monte elementary,1400 Dina Dr.,Concord,CA,94518,(925)685-3113,Contra Costa County,418,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=062637003945,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=062637003945
061212001364,el monte high,3048 North Tyler Ave.,El Monte,CA,91731,(626)444-7701,Los Angeles County,"1,383",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061212001364,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061212001364
061035008661,el monte middle,42111 Road 128,Orosi,CA,93647,(559)528-3017,Tulare County,844,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061035008661,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061035008661
061212007516,el monte union high school community day,5050 Kings Row,El Monte,CA,91731,(626)258-4943,Los Angeles County,25,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061212007516,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061212007516
062037002453,el morro elementary,8681 North Coast Hwy.,Laguna Beach,CA,92651,(949)497-7780,Orange County,404,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=062037002453,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=062037002453
061215001368,el nido elementary,161 East El Nido Rd.,El Nido,CA,95317,(209)385-8420,Merced County,156,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061215001368,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061215001368
061215014152,el nido preschool,161 East El Nido Rd.,El Nido,CA,95317,(209)385-8420,Merced County,†,–,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061215014152,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=061215014152
062271002979,el oro way charter for enriched studies,12230 El Oro Way,Granada Hills,CA,91344,(818)360-2288,Los Angeles County,434,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=062271002979,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=179&ID=062271002979
062301005900,el portal elementary,200 North Nada St.,La Habra,CA,90631,(562)902-4211,Orange County,469,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=062301005900,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=062301005900
061284001447,el portal middle,805 First St.,Escalon,CA,95320,(209)838-7095,San Joaquin County,587,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061284001447,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061284001447
069113513435,el potrero pre-school,16820 Via Pamplona,Moreno Valley,CA,92551,(951)940-8530,Riverside County,†,–,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=069113513435,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=069113513435
063398012977,el puente,20 Sherwood Pl.,Salinas,CA,93906,(831)796-7700,Monterey County,326,7-12,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=063398012977,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=063398012977
061384001560,el puente high,1976 Morris Kyle Dr.,Firebaugh,CA,93622,(559)659-3899,Fresno County,18,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061384001560,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061384001560
062865004426,el rancho charter,181 South Del Giorgio Rd.,Anaheim,CA,92808,(714)997-6238,Orange County,"1,144",7-8,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=062865004426,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=062865004426
061218001372,el rancho high,6501 South Passons Blvd.,Pico Rivera,CA,90660,(562)801-7500,Los Angeles County,"1,995",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061218001372,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061218001372
061026001118,el rincon elementary,11177 Overland Ave.,Culver City,CA,90230,(310)842-4340,Los Angeles County,565,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061026001118,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061026001118
060254614510,el rio community,211 South Ave. 20,Los Angeles,CA,90031,(323)352-8034,Los Angeles County,316,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=060254614510,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=060254614510
061518001909,el roble elementary,930 Third St.,Gilroy,CA,95020,(669)205-4200,Santa Clara County,551,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061518001909,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061518001909
060876000890,el roble intermediate,665 North Mountain Ave.,Claremont,CA,91711,(909)398-0343,Los Angeles County,952,7-8,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=060876000890,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=060876000890
060483000473,el rodeo elementary,605 North Whittier Dr.,Beverly Hills,CA,90210,(310)229-3670,Los Angeles County,629,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=060483000473,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=060483000473
063398005333,el sausal middle,1155 East Alisal St.,Salinas,CA,93905,(831)796-7200,Monterey County,"1,067",7-8,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=063398005333,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=063398005333
061221001388,el segundo high,641 Sheldon St.,El Segundo,CA,90245,(310)615-2661,Los Angeles County,"1,232",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061221001388,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061221001388
061221001389,el segundo middle,332 Center St.,El Segundo,CA,90245,(310)615-2690,Los Angeles County,804,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061221001389,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=180&ID=061221001389
063462008192,el sereno alternative education,10700 Fair Oaks Blvd.,Fair Oaks,CA,95628,(916)971-5060,Sacramento County,166,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=063462008192,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=063462008192
062271002980,el sereno elementary,3838 Rosemead Ave.,Los Angeles,CA,90032,(323)222-3389,Los Angeles County,222,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062271002980,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062271002980
062271002982,el sereno middle,2839 North Eastern Ave.,Los Angeles,CA,90032,(323)224-4700,Los Angeles County,857,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062271002982,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062271002982
060175808755,el sol santa ana science and arts academy,328 West Halesworth St.,Santa Ana,CA,92701,(714)543-0023,Orange County,980,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=060175808755,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=060175808755
060002609485,el tejon elementary,PO Box 876,Lebec,CA,93243,(661)248-6680,Kern County,221,5-8,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=060002609485,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=060002609485
062583009937,el toro health science academy,455 East Main Ave.,Morgan Hill,CA,95037,(408)201-6380,Santa Clara County,456,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062583009937,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062583009937
063386005296,el toro high,25255 Toledo Way,Lake Forest,CA,92630,(949)586-6333,Orange County,"1,902",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=063386005296,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=063386005296
062667004043,el toyon elementary,2000 East Division St.,National City,CA,91950,(619)336-8000,San Diego County,381,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062667004043,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062667004043
063720006300,el verano elementary,18606 Riverside Dr.,Sonoma,CA,95476,(707)935-6050,Sonoma County,314,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=063720006300,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=063720006300
062513003729,el vista elementary,450 El Vista Ave.,Modesto,CA,95354,(209)574-1972,Stanislaus County,447,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062513003729,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062513003729
064116006789,elbow creek elementary,32747 Road 138,Visalia,CA,93292,(559)730-7766,Tulare County,514,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=064116006789,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=064116006789
063384005238,elder creek elementary,PO Box 246870,Sacramento,CA,95824,(916)395-4555,Sacramento County,712,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=063384005238,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=063384005238
062847004397,elderberry elementary,950 North Elderberry Ave.,Ontario,CA,91762,(909)986-0108,San Bernardino County,544,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062847004397,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=062847004397
061674002111,eldridge elementary,26825 Eldridge Ave.,Hayward,CA,94544,(510)723-3825,Alameda County,281,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=061674002111,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=061674002111
061524001946,eleanor j. toll middle,700 Glenwood Rd.,Glendale,CA,91202,(818)244-8414,Los Angeles County,"1,412",6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=061524001946,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=181&ID=061524001946
060001913169,eleanor murray fallon,3601 Kohnen Way,Dublin,CA,94568,(925)875-9376,Alameda County,"1,683",6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=182&ID=060001913169,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=182&ID=060001913169
060203610445,eleanor roosevelt community learning center,31191 Road 180,Visalia,CA,93292,(559)592-9160,Tulare County,467,KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=182&ID=060203610445,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=182&ID=060203610445
060985011709,eleanor roosevelt high,7447 Scholar Way,Eastvale,CA,92880,(951)738-2100,Riverside County,"4,353",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=182&ID=060985011709,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=182&ID=060985011709
060150313795,elevate,2285 Murray Ridge Rd.,San Diego,CA,92123,(858)751-4774,San Diego County,476,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=182&ID=060150313795,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=182&ID=060150313795
062064014516,elevated digital learning academy,1021 Al Tahoe Blvd.,South Lake Tahoe,CA,96150,(530)541-2850,El Dorado County,116,KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=182&ID=062064014516,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=182&ID=062064014516
